"date","pce_nom","gdp_nom","pce_defl","gdp_defl","cpi","ur","m1","m2","m3","policy","nowa_1d","nibor_3m","gov_10y","reer","rrppi","xr_usd","hfwh"
"1928-01-01",,,,,,,262.927767777675,3174.98509831391,,,,,,,,,
"1928-04-01",,,,,,,254.882379896343,3151.07882269338,,,,,,,,,
"1928-07-01",,,,,,,252.286643270271,3165.65702899017,,,,,,,,,
"1928-10-01",,,,,,,252.248223091519,3164.93430864383,,,,,,,,,
"1929-01-01",,,,,,,255.163286324383,3156.79897170949,,,,,,,,,
"1929-04-01",,,,,,,259.838304082848,3154.60270814245,,,,,,,,,
"1929-07-01",,,,,,,261.040616047251,3144.27254882722,,,,,,,,,
"1929-10-01",,,,,,,268.01878130327,3157.93243296698,,,,,,,,,
"1930-01-01",,,,,,,259.645945538756,3140.3840378166,,,,,,,,,
"1930-04-01",,,,,,,261.443371322938,3147.6112056987,,,,,,,,,
"1930-07-01",,,,,,,262.524502454972,3124.41922563826,,,,,,,,,
"1930-10-01",,,,,,,266.715863324099,3127.92618399838,,,,,,,,,
"1931-01-01",,,,,,,267.093342772001,3131.93106456909,,,,,,,,,
"1931-04-01",,,,,,,257.971009916616,3117.0230110641,,,,,,,,,
"1931-07-01",,,,,,,259.156000787052,3065.9910940521,,,,,,,,,
"1931-10-01",,,,,,,266.460070670981,3011.66334642478,,,,,,,,,
"1932-01-01",,,,,,,252.47973818235,2952.04844748171,,,,,,,,,
"1932-04-01",,,,,,,256.912855552707,2936.03760775191,,,,,,,,,
"1932-07-01",,,,,,,256.130079401559,2909.20522054967,,,,,,,,,
"1932-10-01",,,,,,,253.259072236477,2904.30907122546,,,,,,,,,
"1933-01-01",,,,,,,254.601162963439,2920.4966907112,,,,,,,,,
"1933-04-01",,,,,,,251.941294530463,2890.98997824002,,,,,,,,,
"1933-07-01",,,,,,,249.580236865946,2866.73443677211,,,,,,,,,
"1933-10-01",,,,,,,249.668532174632,2814.81148061839,,,,,,,,,
"1934-01-01",,,,,,,261.840310758028,2787.96725350781,,,,,,,,,
"1934-04-01",,,,,,,258.920460940737,2747.74484999159,,,,,,,,,
"1934-07-01",,,,,,,257.462483845222,2740.65380446407,,,,,,,,,
"1934-10-01",,,,,,,261.730510938639,2750.97924726223,,,,,,,,,
"1935-01-01",,,,,,,261.738606444877,2764.61559194108,,,,,,,,,
"1935-04-01",,,,,,,272.626276729486,2800.65988238597,,,,,,,,,
"1935-07-01",,,,,,,278.127230990871,2820.00738620242,,,,,,,,,
"1935-10-01",,,,,,,285.47323706584,2833.47735177996,,,,,,,,,
"1936-01-01",,,,,,,299.074958618895,2816.3552349282,,,,,,,,,
"1936-04-01",,,,,,,311.745241952159,2819.12251829896,,,,,,,,,
"1936-07-01",,,,,,,318.256046260264,2782.10262143991,,,,,,,,,
"1936-10-01",,,,,,,344.580314768167,2794.06543924415,,,,,,,,,
